Date,Open,High,Low,NFLX_Close(t),Volume,SD20,Upper_Band,Lower_Band,NFLX_Close(t-1),NFLX_Close(t-2),NFLX_Close(t-5),NFLX_Close(t-10),NFLX_Open(t-1),MA5,MA10,MA20,MA50,MA200,MACD,MACD_EMA,EMA10,EMA20,EMA50,EMA100,EMA200,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,Adj Close,SnP(t-1)),SnP(t-5),ForceIndex1,ForceIndex20,NFLX_Close(t+1),Date_Col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2004-11-01,9.475,9.6,9.35,9.43,1881300.0,3.8601830812866798,20.60186616257336,5.16113383742664,9.47,9.59,9.99,9.87,9.55,9.556000000000001,9.767,12.881499999999999,14.6648,29.412425,-1.9157922444934226,-1.6730072594668255,9.626971993482616,9.626971993482616,9.626971993482616,9.626971993482616,9.626971993482616,0.8868232312536993,37.11393003834691,1333.3333333333333,-4.457953394123602,24.285249344472547,-97.87485242030698,2.125147579693031,0.016701999175996792,37.04,36.9,36.96,35.63,36.340999999999994,36.1255,35.368,1130.510009765625,1130.510009765625,1130.199951171875,1094.800048828125,-75252.00000000173,-14711766.0,9.91,2004-11-01,1,0,306,45,0,1,0,0,0,0,1,2004,11
2004-11-02,9.38,10.34,9.38,9.91,5772300.0,3.7128701835640934,19.900240367128188,5.048759632871814,9.43,9.47,9.61,9.93,9.475,9.616,9.765,12.4745,14.5448,29.134175,-1.8368029851131453,-1.7057664045960894,9.721314662321745,9.721314662321745,9.721314662321745,9.721314662321745,9.721314662321745,0.8920501433070065,37.02778351969577,1333.3333333333335,-0.2014098690835808,29.571366632746752,-92.18934911242603,7.810650887573967,0.025971769569920148,37.16,37.04,36.9,35.82,36.469,36.1655,35.429399999999994,1130.56005859375,1130.56005859375,1130.510009765625,1111.0899658203125,2770704.0000000023,-46986522.0,10.12,2004-11-02,2,1,307,45,0,0,0,0,0,0,1,2004,11
2004-11-03,10.18,10.54,10.08,10.12,5035600.0,3.512532599586391,19.108065199172785,5.05793480082722,9.91,9.43,9.68,10.1,9.38,9.704,9.767,12.083000000000002,14.438000000000002,28.846025,-1.7372324487312945,-1.7120596134231305,9.854209774881163,9.854209774881163,9.854209774881163,9.854209774881163,9.854209774881163,0.8733322759279345,36.65442911040343,1333.3333333333335,0.1980198019801938,31.814279853964138,-61.16071428571432,38.83928571428568,0.026816952996765838,37.41,37.16,37.04,36.73,36.605,36.2035,35.496,1143.199951171875,1143.199951171875,1130.56005859375,1125.4000244140625,1057475.9999999953,-39428748.0,10.57,2004-11-03,3,2,308,45,0,0,0,0,0,0,1,2004,11
2004-11-04,10.25,10.75,10.25,10.57,3005300.0,3.280733992007733,18.295967984015466,5.173032015984535,10.12,9.91,9.59,10.07,10.18,9.9,9.817,11.7345,14.335999999999999,28.569875000000003,-1.6035263880477224,-1.690352968348049,10.092806516587443,10.092806516587443,10.092806516587443,10.092806516587443,10.092806516587443,0.8559513990759393,35.99667316230887,1333.3333333333333,4.965243296921549,36.482331582261814,-11.999999999999982,88.00000000000003,0.02827898758907648,37.62,37.41,37.16,36.96,36.707,36.272499999999994,35.5574,1161.6700439453125,1161.6700439453125,1143.199951171875,1127.43994140625,1352385.0000000033,-20946940.999999996,10.92,2004-11-04,4,3,309,45,0,0,0,0,0,0,1,2004,11
2004-11-05,10.799,11.4,10.61,10.92,3580200.0,3.062537432638983,17.567574865277965,5.317425134722033,10.57,10.12,9.47,9.8,10.25,10.190000000000001,9.929,11.442499999999999,14.249600000000001,28.236175000000003,-1.4525768944859756,-1.6427977535756342,10.368537677724962,10.368537677724962,10.368537677724962,10.368537677724962,10.368537677724962,0.8540977277133722,34.48273674571157,1333.3333333333335,11.42857142857142,39.927107571543495,-22.325581395348852,77.67441860465115,0.021797726093389484,37.96,37.62,37.41,36.9,36.922999999999995,36.3915,35.6286,1166.1700439453125,1166.1700439453125,1161.6700439453125,1130.199951171875,1253069.9999999988,-20908368.000000007,10.86,2004-11-05,5,4,310,45,0,0,0,0,0,0,1,2004,11
2004-11-08,11.21,11.23,10.75,10.86,2405100.0,2.7196601954925415,16.553320390985085,5.674679609014918,10.92,10.57,9.43,9.99,10.799,10.475999999999999,10.016,11.114,14.163799999999998,27.902975,-1.3225443636955934,-1.5787470755996262,10.532358451816641,10.532358451816641,10.532358451816641,10.532358451816641,10.532358451816641,0.8273764614481314,33.076938644585496,1333.3333333333335,8.708708708708702,39.53130782708749,-25.11627906976748,74.88372093023253,0.022285160762728438,38.0,37.96,37.62,37.04,37.16,36.504000000000005,35.697399999999995,1164.8900146484375,1164.8900146484375,1166.1700439453125,1130.510009765625,-144306.0000000012,-15801507.0,10.66,2004-11-08,8,0,313,46,0,0,0,0,0,0,1,2004,11
2004-11-09,10.83,10.93,10.5,10.66,1623100.0,2.3002267622766834,15.383453524553367,6.182546475446633,10.86,10.92,9.91,9.61,11.21,10.626000000000001,10.120999999999999,10.783,14.088,27.574975,-1.221549710071269,-1.507307602493955,10.574905634544429,10.574905634544429,10.574905634544429,10.574905634544429,10.574905634544429,0.7989924284875506,32.02946070181819,1333.3333333333333,10.92611862643081,38.17291187729992,-34.418604651162795,65.5813953488372,0.02632167908830959,37.92,38.0,37.96,37.16,37.37,36.6155,35.776199999999996,1164.0799560546875,1164.0799560546875,1164.8900146484375,1130.56005859375,-324619.99999999884,-10744922.000000002,10.38,2004-11-09,9,1,314,46,0,0,0,0,0,0,1,2004,11
2004-11-10,10.7,10.73,10.33,10.38,1404700.0,1.703521044004896,13.841542088009792,7.027457911990208,10.66,10.86,10.12,9.68,10.83,10.678,10.190999999999999,10.4345,14.0166,27.250945,-1.1508382326155022,-1.4360137285182644,10.509937089696287,10.509937089696287,10.509937089696287,10.509937089696287,10.509937089696287,0.7704929693098684,31.23222095346555,1333.3333333333335,7.231404958677697,36.29265718558911,-47.44186046511625,52.55813953488375,0.03155472495438061,37.79,37.92,38.0,37.41,37.476,36.7245,35.8516,1162.9100341796875,1162.9100341796875,1164.0799560546875,1143.199951171875,-393315.9999999991,-9790759.0,10.75,2004-11-10,10,2,315,46,0,0,0,0,0,0,1,2004,11
2004-11-11,10.48,10.78,10.45,10.75,1584400.0,0.4627773705961941,11.026054741192388,9.174945258807613,10.38,10.66,10.57,9.59,10.7,10.714,10.306999999999999,10.1005,13.946200000000001,26.945195,-1.052806867285593,-1.3593723562717301,10.589958059797524,10.589958059797524,10.589958059797524,10.589958059797524,10.589958059797524,0.7440291857877349,30.410391450972206,1333.3333333333333,12.095933263816477,40.46573752034316,-30.23255813953489,69.76744186046511,0.028970948942242506,38.29,37.79,37.92,37.62,37.608999999999995,36.8665,35.931999999999995,1173.47998046875,1173.47998046875,1162.9100341796875,1161.6700439453125,586227.9999999987,-10583792.0,10.86,2004-11-11,11,3,316,46,0,0,0,0,0,0,1,2004,11
2004-11-12,10.729,11.2,10.68,10.86,1529800.0,0.491531173717323,11.111562347434646,9.145437652565352,10.75,10.38,10.92,9.47,10.48,10.702000000000002,10.446,10.128499999999999,13.8664,26.645744999999998,-0.9552289386962283,-1.27854367275663,10.679972039865017,10.679972039865017,10.679972039865017,10.679972039865017,10.679972039865017,0.728027101088611,28.9741536515665,1333.3333333333335,14.677930306230186,41.68865170328379,-25.11627906976748,74.88372093023253,0.02465197434147923,38.66,38.29,37.79,37.96,37.785,37.018,36.0096,1184.1700439453125,1184.1700439453125,1173.47998046875,1166.1700439453125,168277.99999999913,856687.999999998,11.23,2004-11-12,12,4,317,46,0,0,0,0,0,0,1,2004,11
2004-11-15,11.08,11.24,10.8,11.23,2090700.0,0.5450473180802382,11.286594636160476,9.106405363839524,10.86,10.75,10.86,9.43,10.729,10.776,10.626000000000001,10.1965,13.8038,26.334845,-0.8383775252578793,-1.1905104432568798,10.863314693243346,10.863314693243346,10.863314693243346,10.863314693243346,10.863314693243346,0.7074537367251388,27.57741046076385,1333.3333333333335,19.0880169671262,45.72702407399735,-7.906976744186041,92.09302325581396,0.02879418485826434,38.83,38.66,38.29,38.0,37.964,37.1525,36.10339999999999,1183.81005859375,1183.81005859375,1184.1700439453125,1164.8900146484375,773559.0000000021,2843352.0000000023,10.82,2004-11-15,15,0,320,47,0,0,0,0,0,0,1,2004,11
2004-11-16,10.65,10.87,10.33,10.82,2404500.0,0.5583141918679843,11.357628383735968,9.124371616264032,11.23,10.86,10.66,9.91,11.08,10.808,10.717,10.241,13.712,26.025295,-0.7699796654385711,-1.106404287693218,10.848876462162231,10.848876462162231,10.848876462162231,10.848876462162231,10.848876462162231,0.7212070412447718,26.875735731333073,1333.3333333333335,9.182643794147328,42.23637097887281,-28.29268292682926,71.70731707317074,0.03354082824820341,38.59,38.83,38.66,37.92,38.107,37.288,36.186600000000006,1175.4300537109375,1175.4300537109375,1183.81005859375,1164.0799560546875,-985845.0000000003,2140005.0000000014,10.46,2004-11-16,16,1,321,47,0,0,0,0,0,0,1,2004,11
2004-11-17,10.57,11.0,10.33,10.46,2893900.0,0.559331367747657,11.377662735495313,9.140337264504687,10.82,11.23,10.38,10.12,10.65,10.824,10.751000000000001,10.259,13.6198,25.718094999999998,-0.7363348503044822,-1.032390400215471,10.719250974774821,10.719250974774821,10.719250974774821,10.719250974774821,10.719250974774821,0.7175493954415737,25.999809815378303,1333.3333333333333,3.3596837944664197,39.392861938258804,-45.85365853658532,54.14634146341467,0.03519707071094479,39.11,38.59,38.83,37.79,38.277,37.440999999999995,36.282799999999995,1181.93994140625,1181.93994140625,1175.4300537109375,1162.9100341796875,-1041803.9999999984,1041804.0000000035,11.92,2004-11-17,17,2,322,47,0,0,0,0,0,0,1,2004,11
2004-11-18,11.8,12.28,11.52,11.92,11458400.0,0.668708692771805,11.688917385543611,9.014082614456392,10.46,10.82,10.75,10.57,10.57,11.058,10.886,10.351500000000001,13.556600000000001,25.429445,-0.5851164355948217,-0.9429356072913412,11.119500649849881,11.119500649849881,11.119500649849881,11.119500649849881,11.119500649849881,0.7962958671957469,24.903989910823263,1333.3333333333335,12.77199621570482,53.16431907222265,-12.286689419795204,87.71331058020479,0.07173563319414236,39.29,39.11,38.59,38.29,38.444,37.5755,36.376799999999996,1183.550048828125,1183.550048828125,1181.93994140625,1173.47998046875,16729263.999999989,21198039.999999996,11.25,2004-11-18,18,3,323,47,0,0,0,0,0,0,1,2004,11
2004-11-19,11.81,11.89,11.21,11.25,2970500.0,0.684192955239315,11.79238591047863,9.055614089521372,11.92,10.46,10.86,10.92,11.8,11.136,10.919,10.424000000000001,13.4828,25.119895,-0.5134197695334652,-0.8570324397397661,11.163000433233254,11.163000433233254,11.163000433233254,11.163000433233254,11.163000433233254,0.7901318766817649,23.456609555865008,1333.333333333333,3.021978021978023,47.79693362877259,-35.51724137931034,64.48275862068967,0.08029343791052151,38.68,39.29,39.11,38.66,38.516000000000005,37.7195,36.448,1170.3399658203125,1170.3399658203125,1183.550048828125,1184.1700439453125,-1990234.9999999998,4307224.999999998,11.31,2004-11-19,19,4,324,47,0,0,0,0,0,0,1,2004,11
2004-11-22,11.1,11.49,11.1,11.31,1571100.0,0.7035174781797355,11.89703495635947,9.082965043640527,11.25,11.92,11.23,10.86,11.81,11.152000000000001,10.964,10.489999999999998,13.3926,24.793295000000004,-0.4466099055875752,-0.7749479329093278,11.21200028882217,11.21200028882217,11.21200028882217,11.21200028882217,11.21200028882217,0.7615510283473531,21.96045380322366,1333.3333333333333,4.143646408839789,48.30030859108677,-44.09090909090906,55.90909090909094,0.07911779881467118,39.05,38.68,39.29,38.83,38.621,37.890499999999996,36.517399999999995,1177.239990234375,1177.239990234375,1170.3399658203125,1183.81005859375,94266.00000000079,2073852.0000000005,10.95,2004-11-22,22,0,327,48,0,0,0,0,0,0,1,2004,11
2004-11-23,11.32,11.4,10.91,10.95,1578600.0,0.6786682004594773,11.914336400918955,9.199663599081045,11.31,11.25,10.82,10.66,11.1,11.178,10.993,10.557,13.2852,24.465245,-0.41789437223296133,-0.7035372207740546,11.12466685921478,11.12466685921478,11.12466685921478,11.12466685921478,11.12466685921478,0.7421545263225422,20.479693143389362,1333.3333333333335,2.720450281425883,45.46740559516566,-65.51724137931036,34.48275862068963,0.07854765882269113,38.99,39.05,38.68,38.59,38.727999999999994,38.04899999999999,36.5846,1176.93994140625,1176.93994140625,1177.239990234375,1175.4300537109375,-568296.0000000019,2115324.0,11.36,2004-11-23,23,1,328,48,0,0,0,0,0,0,1,2004,11
2004-11-24,10.92,11.48,10.68,11.36,1699100.0,0.6682963414527427,11.977592682905485,9.304407317094515,10.95,11.31,10.46,10.38,11.32,11.358,11.091000000000001,10.641,13.1944,24.158044999999998,-0.35792756550518057,-0.6344152897202798,11.20311123947652,11.20311123947652,11.20311123947652,11.20311123947652,11.20311123947652,0.7462863458709321,19.425037579460888,1333.3333333333333,9.441233140655092,49.127017542029364,-47.17948717948719,52.82051282051281,0.07633179233394731,39.33,38.99,39.05,39.11,38.882,38.179,36.666199999999996,1181.760009765625,1181.760009765625,1176.93994140625,1181.93994140625,696631.0000000002,2854487.9999999995,11.35,2004-11-24,24,2,329,48,0,0,0,0,0,0,1,2004,11
2004-11-26,11.44,11.48,11.25,11.35,625400.0,0.6377996715676154,12.00459934313523,9.453400656864769,11.36,10.95,11.92,10.75,10.92,11.244,11.151,10.729,13.079600000000001,23.854995000000002,-0.3076637988038673,-0.5690649915369973,11.252074159651015,11.252074159651015,11.252074159651015,11.252074159651015,11.252074159651015,0.7094087497372942,18.44571455581302,1333.3333333333335,5.581395348837206,49.040573464633056,-47.69230769230769,52.3076923076923,0.03597873838785956,39.21,39.33,38.99,39.29,38.974000000000004,38.2915,36.744,1182.6500244140625,1182.6500244140625,1181.760009765625,1183.550048828125,-6253.999999999866,1100703.9999999998,11.42,2004-11-26,26,4,331,48,0,0,0,0,0,0,1,2004,11
2004-11-29,11.4,11.72,11.3,11.42,1536000.0,0.5817964465878857,11.99009289317577,9.662907106824228,11.35,11.36,11.25,10.86,11.44,11.278,11.207,10.8265,12.9682,23.725595000000002,-0.2591931690657585,-0.5070906270427495,11.308049439767345,11.308049439767345,11.308049439767345,11.308049439767345,11.308049439767345,0.6887366961846303,17.143031957640954,1333.3333333333335,5.156537753222841,49.70768612835368,-44.10256410256409,55.89743589743591,0.02464594168049343,39.2,39.21,39.33,38.68,39.028,38.4065,36.8194,1178.5699462890625,1178.5699462890625,1182.6500244140625,1170.3399658203125,107520.00000000044,2995199.999999999,11.38,2004-11-29,29,0,334,49,0,0,0,0,0,0,1,2004,11
2004-11-30,11.51,11.6,11.06,11.38,1137800.0,0.49189643753771617,11.907792875075431,9.940207124924568,11.42,11.35,11.31,11.23,11.4,11.291999999999998,11.222,10.924,12.8406,23.604795000000003,-0.22145471933856875,-0.4499634455019134,11.332032959844897,11.332032959844897,11.332032959844897,11.332032959844897,11.332032959844897,0.6781126464571566,16.311996681484654,1333.3333333333335,1.3357079252003592,49.310439553472605,-46.1538461538461,53.846153846153896,0.024775355781254057,39.12,39.2,39.21,39.05,39.057,38.51049999999999,36.8932,1173.8199462890625,1173.8199462890625,1178.5699462890625,1177.239990234375,-45511.99999999903,2218710.0000000014,11.25,2004-11-30,30,1,335,49,1,0,0,0,0,0,1,2004,11
2004-12-01,11.35,11.52,11.05,11.25,2351000.0,0.43441309469357364,11.859826189387148,10.122173810612852,11.38,11.42,10.95,10.82,11.51,11.352,11.264999999999999,10.991,12.715399999999999,23.484645,-0.19973422773648863,-0.39991760194882847,11.304688639896598,11.304688639896598,11.304688639896598,11.304688639896598,11.304688639896598,0.6632474574245025,15.556368889836701,1333.3333333333335,3.97412199630314,47.96871687681402,-52.8205128205128,47.1794871794872,0.018900655289000597,39.92,39.12,39.2,38.99,39.19,38.6485,36.980199999999996,1191.3699951171875,1191.3699951171875,1173.8199462890625,1176.93994140625,-305630.00000000186,3150339.9999999995,11.35,2004-12-01,1,2,336,49,0,1,0,0,0,0,1,2004,12
2004-12-02,11.16,11.43,11.14,11.35,1535400.0,0.3893432391783411,11.831186478356681,10.273813521643316,11.25,11.38,11.36,10.46,11.35,11.35,11.354000000000001,11.052499999999998,12.6054,23.365195,-0.17246336704840282,-0.3544267549687433,11.319792426597733,11.319792426597733,11.319792426597733,11.319792426597733,11.319792426597733,0.6365869247513237,14.854714511877887,1333.3333333333333,8.508604206500944,49.11567932187598,-47.69230769230769,52.3076923076923,0.00806965638618249,40.07,39.92,39.12,39.33,39.286,38.7815,37.0826,1190.3299560546875,1190.3299560546875,1191.3699951171875,1181.760009765625,153539.99999999945,1888542.0000000007,11.3,2004-12-02,2,3,337,49,0,0,0,0,0,0,1,2004,12
2004-12-03,11.35,11.45,11.2,11.3,1332600.0,0.37570845359721605,11.840416907194433,10.337583092805568,11.35,11.25,11.35,11.92,11.16,11.34,11.292,11.089,12.4954,23.250945,-0.15312051759707046,-0.31416550749440875,11.313194951065157,11.313194951065157,11.313194951065157,11.313194951065157,11.313194951065157,0.608973572983372,14.161754906407236,1333.3333333333333,-5.201342281879188,48.539530181557225,-50.256410256410206,49.743589743589794,0.008300093334750677,40.13,40.07,39.92,39.21,39.37,38.907,37.1868,1191.1700439453125,1191.1700439453125,1190.3299560546875,1182.6500244140625,-66629.99999999857,972798.0000000006,11.2,2004-12-03,3,4,338,49,0,0,0,0,0,0,1,2004,12
2004-12-06,11.3,11.41,11.15,11.2,1091000.0,0.37429372085680696,11.851587441713614,10.354412558286386,11.3,11.35,11.42,11.25,11.35,11.296,11.287,11.103,12.386399999999998,23.130045,-0.144198108282243,-0.28017202765197563,11.275463300710104,11.275463300710104,11.275463300710104,11.275463300710104,11.275463300710104,0.5840468891988453,13.616878372623587,1333.3333333333335,-0.44444444444445075,47.34337196250474,-55.38461538461541,44.61538461538459,0.00782723103015331,40.27,40.13,40.07,39.2,39.529,39.022499999999994,37.2962,1190.25,1190.25,1191.1700439453125,1178.5699462890625,-109100.00000000156,305479.9999999993,11.67,2004-12-06,6,0,341,50,0,0,0,0,0,0,1,2004,12
2004-12-07,11.2,12.15,11.2,11.67,4446600.0,0.3901049116640479,11.923709823328096,10.363290176671903,11.2,11.3,11.38,11.31,11.3,11.354,11.322999999999999,11.1435,12.293,23.013295,-0.09807145587567234,-0.24375191329671497,11.406975533806737,11.406975533806737,11.406975533806737,11.406975533806737,11.406975533806737,0.6101863971132134,13.610207585738788,1333.3333333333333,3.18302387267904,53.182928240525875,-31.282051282051263,68.71794871794874,0.02197275873380166,39.58,40.27,40.13,39.12,39.582,39.1015,37.3978,1177.0699462890625,1177.0699462890625,1190.25,1173.8199462890625,2089902.0000000028,3601746.0000000023,11.31,2004-12-07,7,1,342,50,0,0,0,0,0,0,1,2004,12
2004-12-08,11.93,12.15,11.3,11.31,1815600.0,0.3744666382430457,11.924933276486092,10.427066723513908,11.67,11.2,11.25,10.95,11.2,11.366,11.358999999999998,11.176,12.191400000000002,22.913845000000002,-0.08953266603148258,-0.2129080638436685,11.37465035587116,11.37465035587116,11.37465035587116,11.37465035587116,11.37465035587116,0.6273159401765553,13.604013283631474,1333.3333333333335,3.2876712328767237,48.72561214605554,-60.62499999999994,39.37500000000006,0.026833941836051273,39.81,39.58,40.27,39.92,39.664,39.196,37.5026,1182.81005859375,1182.81005859375,1177.0699462890625,1191.3699951171875,-653615.999999999,1180140.0000000007,11.73,2004-12-08,8,2,343,50,0,0,0,0,0,0,1,2004,12
